spec_path,file_path,segment_id,start,end,label_binary,label_multiclass,label_class_name,activity_code,sample_id,dataset,split
data\processed\dronerf_spectrograms\spec_003006.npy,data\raw\DroneRF\AR drone\10100H_8.csv,137,8978432,9109504,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003007.npy,data\raw\DroneRF\AR drone\10100H_8.csv,138,9043968,9175040,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003008.npy,data\raw\DroneRF\AR drone\10100H_8.csv,139,9109504,9240576,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003009.npy,data\raw\DroneRF\AR drone\10100H_8.csv,140,9175040,9306112,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003010.npy,data\raw\DroneRF\AR drone\10100H_8.csv,141,9240576,9371648,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003011.npy,data\raw\DroneRF\AR drone\10100H_8.csv,142,9306112,9437184,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003012.npy,data\raw\DroneRF\AR drone\10100H_8.csv,143,9371648,9502720,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003013.npy,data\raw\DroneRF\AR drone\10100H_8.csv,144,9437184,9568256,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003014.npy,data\raw\DroneRF\AR drone\10100H_8.csv,145,9502720,9633792,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003015.npy,data\raw\DroneRF\AR drone\10100H_8.csv,146,9568256,9699328,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003016.npy,data\raw\DroneRF\AR drone\10100H_8.csv,147,9633792,9764864,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003017.npy,data\raw\DroneRF\AR drone\10100H_8.csv,148,9699328,9830400,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003018.npy,data\raw\DroneRF\AR drone\10100H_8.csv,149,9764864,9895936,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003019.npy,data\raw\DroneRF\AR drone\10100H_8.csv,150,9830400,9961472,1,1,AR drone,10100H,8,DroneRF,train
data\processed\dronerf_spectrograms\spec_003020.npy,data\raw\DroneRF\AR drone\10100H_9.csv,0,0,131072,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003021.npy,data\raw\DroneRF\AR drone\10100H_9.csv,1,65536,196608,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003022.npy,data\raw\DroneRF\AR drone\10100H_9.csv,2,131072,262144,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003023.npy,data\raw\DroneRF\AR drone\10100H_9.csv,3,196608,327680,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003024.npy,data\raw\DroneRF\AR drone\10100H_9.csv,4,262144,393216,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003025.npy,data\raw\DroneRF\AR drone\10100H_9.csv,5,327680,458752,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003026.npy,data\raw\DroneRF\AR drone\10100H_9.csv,6,393216,524288,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003027.npy,data\raw\DroneRF\AR drone\10100H_9.csv,7,458752,589824,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003028.npy,data\raw\DroneRF\AR drone\10100H_9.csv,8,524288,655360,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003029.npy,data\raw\DroneRF\AR drone\10100H_9.csv,9,589824,720896,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003030.npy,data\raw\DroneRF\AR drone\10100H_9.csv,10,655360,786432,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003031.npy,data\raw\DroneRF\AR drone\10100H_9.csv,11,720896,851968,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003032.npy,data\raw\DroneRF\AR drone\10100H_9.csv,12,786432,917504,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003033.npy,data\raw\DroneRF\AR drone\10100H_9.csv,13,851968,983040,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003034.npy,data\raw\DroneRF\AR drone\10100H_9.csv,14,917504,1048576,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003035.npy,data\raw\DroneRF\AR drone\10100H_9.csv,15,983040,1114112,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003036.npy,data\raw\DroneRF\AR drone\10100H_9.csv,16,1048576,1179648,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003037.npy,data\raw\DroneRF\AR drone\10100H_9.csv,17,1114112,1245184,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003038.npy,data\raw\DroneRF\AR drone\10100H_9.csv,18,1179648,1310720,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003039.npy,data\raw\DroneRF\AR drone\10100H_9.csv,19,1245184,1376256,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003040.npy,data\raw\DroneRF\AR drone\10100H_9.csv,20,1310720,1441792,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003041.npy,data\raw\DroneRF\AR drone\10100H_9.csv,21,1376256,1507328,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003042.npy,data\raw\DroneRF\AR drone\10100H_9.csv,22,1441792,1572864,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003043.npy,data\raw\DroneRF\AR drone\10100H_9.csv,23,1507328,1638400,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003044.npy,data\raw\DroneRF\AR drone\10100H_9.csv,24,1572864,1703936,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003045.npy,data\raw\DroneRF\AR drone\10100H_9.csv,25,1638400,1769472,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003046.npy,data\raw\DroneRF\AR drone\10100H_9.csv,26,1703936,1835008,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003047.npy,data\raw\DroneRF\AR drone\10100H_9.csv,27,1769472,1900544,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003048.npy,data\raw\DroneRF\AR drone\10100H_9.csv,28,1835008,1966080,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003049.npy,data\raw\DroneRF\AR drone\10100H_9.csv,29,1900544,2031616,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003050.npy,data\raw\DroneRF\AR drone\10100H_9.csv,30,1966080,2097152,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003051.npy,data\raw\DroneRF\AR drone\10100H_9.csv,31,2031616,2162688,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003052.npy,data\raw\DroneRF\AR drone\10100H_9.csv,32,2097152,2228224,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003053.npy,data\raw\DroneRF\AR drone\10100H_9.csv,33,2162688,2293760,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003054.npy,data\raw\DroneRF\AR drone\10100H_9.csv,34,2228224,2359296,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003055.npy,data\raw\DroneRF\AR drone\10100H_9.csv,35,2293760,2424832,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003056.npy,data\raw\DroneRF\AR drone\10100H_9.csv,36,2359296,2490368,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003057.npy,data\raw\DroneRF\AR drone\10100H_9.csv,37,2424832,2555904,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003058.npy,data\raw\DroneRF\AR drone\10100H_9.csv,38,2490368,2621440,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003059.npy,data\raw\DroneRF\AR drone\10100H_9.csv,39,2555904,2686976,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003060.npy,data\raw\DroneRF\AR drone\10100H_9.csv,40,2621440,2752512,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003061.npy,data\raw\DroneRF\AR drone\10100H_9.csv,41,2686976,2818048,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003062.npy,data\raw\DroneRF\AR drone\10100H_9.csv,42,2752512,2883584,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003063.npy,data\raw\DroneRF\AR drone\10100H_9.csv,43,2818048,2949120,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003064.npy,data\raw\DroneRF\AR drone\10100H_9.csv,44,2883584,3014656,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003065.npy,data\raw\DroneRF\AR drone\10100H_9.csv,45,2949120,3080192,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003066.npy,data\raw\DroneRF\AR drone\10100H_9.csv,46,3014656,3145728,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003067.npy,data\raw\DroneRF\AR drone\10100H_9.csv,47,3080192,3211264,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003068.npy,data\raw\DroneRF\AR drone\10100H_9.csv,48,3145728,3276800,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003069.npy,data\raw\DroneRF\AR drone\10100H_9.csv,49,3211264,3342336,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003070.npy,data\raw\DroneRF\AR drone\10100H_9.csv,50,3276800,3407872,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003071.npy,data\raw\DroneRF\AR drone\10100H_9.csv,51,3342336,3473408,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003072.npy,data\raw\DroneRF\AR drone\10100H_9.csv,52,3407872,3538944,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003073.npy,data\raw\DroneRF\AR drone\10100H_9.csv,53,3473408,3604480,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003074.npy,data\raw\DroneRF\AR drone\10100H_9.csv,54,3538944,3670016,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003075.npy,data\raw\DroneRF\AR drone\10100H_9.csv,55,3604480,3735552,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003076.npy,data\raw\DroneRF\AR drone\10100H_9.csv,56,3670016,3801088,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003077.npy,data\raw\DroneRF\AR drone\10100H_9.csv,57,3735552,3866624,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003078.npy,data\raw\DroneRF\AR drone\10100H_9.csv,58,3801088,3932160,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003079.npy,data\raw\DroneRF\AR drone\10100H_9.csv,59,3866624,3997696,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003080.npy,data\raw\DroneRF\AR drone\10100H_9.csv,60,3932160,4063232,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003081.npy,data\raw\DroneRF\AR drone\10100H_9.csv,61,3997696,4128768,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003082.npy,data\raw\DroneRF\AR drone\10100H_9.csv,62,4063232,4194304,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003083.npy,data\raw\DroneRF\AR drone\10100H_9.csv,63,4128768,4259840,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003084.npy,data\raw\DroneRF\AR drone\10100H_9.csv,64,4194304,4325376,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003085.npy,data\raw\DroneRF\AR drone\10100H_9.csv,65,4259840,4390912,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003086.npy,data\raw\DroneRF\AR drone\10100H_9.csv,66,4325376,4456448,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003087.npy,data\raw\DroneRF\AR drone\10100H_9.csv,67,4390912,4521984,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003088.npy,data\raw\DroneRF\AR drone\10100H_9.csv,68,4456448,4587520,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003089.npy,data\raw\DroneRF\AR drone\10100H_9.csv,69,4521984,4653056,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003090.npy,data\raw\DroneRF\AR drone\10100H_9.csv,70,4587520,4718592,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003091.npy,data\raw\DroneRF\AR drone\10100H_9.csv,71,4653056,4784128,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003092.npy,data\raw\DroneRF\AR drone\10100H_9.csv,72,4718592,4849664,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003093.npy,data\raw\DroneRF\AR drone\10100H_9.csv,73,4784128,4915200,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003094.npy,data\raw\DroneRF\AR drone\10100H_9.csv,74,4849664,4980736,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003095.npy,data\raw\DroneRF\AR drone\10100H_9.csv,75,4915200,5046272,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003096.npy,data\raw\DroneRF\AR drone\10100H_9.csv,76,4980736,5111808,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003097.npy,data\raw\DroneRF\AR drone\10100H_9.csv,77,5046272,5177344,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003098.npy,data\raw\DroneRF\AR drone\10100H_9.csv,78,5111808,5242880,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003099.npy,data\raw\DroneRF\AR drone\10100H_9.csv,79,5177344,5308416,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003100.npy,data\raw\DroneRF\AR drone\10100H_9.csv,80,5242880,5373952,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003101.npy,data\raw\DroneRF\AR drone\10100H_9.csv,81,5308416,5439488,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003102.npy,data\raw\DroneRF\AR drone\10100H_9.csv,82,5373952,5505024,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003103.npy,data\raw\DroneRF\AR drone\10100H_9.csv,83,5439488,5570560,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003104.npy,data\raw\DroneRF\AR drone\10100H_9.csv,84,5505024,5636096,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003105.npy,data\raw\DroneRF\AR drone\10100H_9.csv,85,5570560,5701632,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003106.npy,data\raw\DroneRF\AR drone\10100H_9.csv,86,5636096,5767168,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003107.npy,data\raw\DroneRF\AR drone\10100H_9.csv,87,5701632,5832704,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003108.npy,data\raw\DroneRF\AR drone\10100H_9.csv,88,5767168,5898240,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003109.npy,data\raw\DroneRF\AR drone\10100H_9.csv,89,5832704,5963776,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003110.npy,data\raw\DroneRF\AR drone\10100H_9.csv,90,5898240,6029312,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003111.npy,data\raw\DroneRF\AR drone\10100H_9.csv,91,5963776,6094848,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003112.npy,data\raw\DroneRF\AR drone\10100H_9.csv,92,6029312,6160384,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003113.npy,data\raw\DroneRF\AR drone\10100H_9.csv,93,6094848,6225920,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003114.npy,data\raw\DroneRF\AR drone\10100H_9.csv,94,6160384,6291456,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003115.npy,data\raw\DroneRF\AR drone\10100H_9.csv,95,6225920,6356992,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003116.npy,data\raw\DroneRF\AR drone\10100H_9.csv,96,6291456,6422528,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003117.npy,data\raw\DroneRF\AR drone\10100H_9.csv,97,6356992,6488064,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003118.npy,data\raw\DroneRF\AR drone\10100H_9.csv,98,6422528,6553600,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003119.npy,data\raw\DroneRF\AR drone\10100H_9.csv,99,6488064,6619136,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003120.npy,data\raw\DroneRF\AR drone\10100H_9.csv,100,6553600,6684672,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003121.npy,data\raw\DroneRF\AR drone\10100H_9.csv,101,6619136,6750208,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003122.npy,data\raw\DroneRF\AR drone\10100H_9.csv,102,6684672,6815744,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003123.npy,data\raw\DroneRF\AR drone\10100H_9.csv,103,6750208,6881280,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003124.npy,data\raw\DroneRF\AR drone\10100H_9.csv,104,6815744,6946816,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003125.npy,data\raw\DroneRF\AR drone\10100H_9.csv,105,6881280,7012352,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003126.npy,data\raw\DroneRF\AR drone\10100H_9.csv,106,6946816,7077888,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003127.npy,data\raw\DroneRF\AR drone\10100H_9.csv,107,7012352,7143424,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003128.npy,data\raw\DroneRF\AR drone\10100H_9.csv,108,7077888,7208960,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003129.npy,data\raw\DroneRF\AR drone\10100H_9.csv,109,7143424,7274496,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003130.npy,data\raw\DroneRF\AR drone\10100H_9.csv,110,7208960,7340032,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003131.npy,data\raw\DroneRF\AR drone\10100H_9.csv,111,7274496,7405568,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003132.npy,data\raw\DroneRF\AR drone\10100H_9.csv,112,7340032,7471104,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003133.npy,data\raw\DroneRF\AR drone\10100H_9.csv,113,7405568,7536640,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003134.npy,data\raw\DroneRF\AR drone\10100H_9.csv,114,7471104,7602176,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003135.npy,data\raw\DroneRF\AR drone\10100H_9.csv,115,7536640,7667712,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003136.npy,data\raw\DroneRF\AR drone\10100H_9.csv,116,7602176,7733248,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003137.npy,data\raw\DroneRF\AR drone\10100H_9.csv,117,7667712,7798784,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003138.npy,data\raw\DroneRF\AR drone\10100H_9.csv,118,7733248,7864320,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003139.npy,data\raw\DroneRF\AR drone\10100H_9.csv,119,7798784,7929856,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003140.npy,data\raw\DroneRF\AR drone\10100H_9.csv,120,7864320,7995392,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003141.npy,data\raw\DroneRF\AR drone\10100H_9.csv,121,7929856,8060928,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003142.npy,data\raw\DroneRF\AR drone\10100H_9.csv,122,7995392,8126464,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003143.npy,data\raw\DroneRF\AR drone\10100H_9.csv,123,8060928,8192000,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003144.npy,data\raw\DroneRF\AR drone\10100H_9.csv,124,8126464,8257536,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003145.npy,data\raw\DroneRF\AR drone\10100H_9.csv,125,8192000,8323072,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003146.npy,data\raw\DroneRF\AR drone\10100H_9.csv,126,8257536,8388608,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003147.npy,data\raw\DroneRF\AR drone\10100H_9.csv,127,8323072,8454144,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003148.npy,data\raw\DroneRF\AR drone\10100H_9.csv,128,8388608,8519680,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003149.npy,data\raw\DroneRF\AR drone\10100H_9.csv,129,8454144,8585216,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003150.npy,data\raw\DroneRF\AR drone\10100H_9.csv,130,8519680,8650752,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003151.npy,data\raw\DroneRF\AR drone\10100H_9.csv,131,8585216,8716288,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003152.npy,data\raw\DroneRF\AR drone\10100H_9.csv,132,8650752,8781824,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003153.npy,data\raw\DroneRF\AR drone\10100H_9.csv,133,8716288,8847360,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003154.npy,data\raw\DroneRF\AR drone\10100H_9.csv,134,8781824,8912896,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003155.npy,data\raw\DroneRF\AR drone\10100H_9.csv,135,8847360,8978432,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003156.npy,data\raw\DroneRF\AR drone\10100H_9.csv,136,8912896,9043968,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003157.npy,data\raw\DroneRF\AR drone\10100H_9.csv,137,8978432,9109504,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003158.npy,data\raw\DroneRF\AR drone\10100H_9.csv,138,9043968,9175040,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003159.npy,data\raw\DroneRF\AR drone\10100H_9.csv,139,9109504,9240576,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003160.npy,data\raw\DroneRF\AR drone\10100H_9.csv,140,9175040,9306112,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003161.npy,data\raw\DroneRF\AR drone\10100H_9.csv,141,9240576,9371648,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003162.npy,data\raw\DroneRF\AR drone\10100H_9.csv,142,9306112,9437184,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003163.npy,data\raw\DroneRF\AR drone\10100H_9.csv,143,9371648,9502720,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003164.npy,data\raw\DroneRF\AR drone\10100H_9.csv,144,9437184,9568256,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003165.npy,data\raw\DroneRF\AR drone\10100H_9.csv,145,9502720,9633792,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003166.npy,data\raw\DroneRF\AR drone\10100H_9.csv,146,9568256,9699328,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003167.npy,data\raw\DroneRF\AR drone\10100H_9.csv,147,9633792,9764864,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003168.npy,data\raw\DroneRF\AR drone\10100H_9.csv,148,9699328,9830400,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003169.npy,data\raw\DroneRF\AR drone\10100H_9.csv,149,9764864,9895936,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003170.npy,data\raw\DroneRF\AR drone\10100H_9.csv,150,9830400,9961472,1,1,AR drone,10100H,9,DroneRF,train
data\processed\dronerf_spectrograms\spec_003171.npy,data\raw\DroneRF\Background RF activites\00000H_0.csv,0,0,131072,0,0,Background RF activites,00000H,0,DroneRF,train
data\processed\dronerf_spectrograms\spec_003172.npy,data\raw\DroneRF\Background RF activites\00000H_0.csv,1,65536,196608,0,0,Background RF activites,00000H,0,DroneRF,train
data\processed\dronerf_spectrograms\spec_003173.npy,data\raw\DroneRF\Background RF activites\00000H_0.csv,2,131072,262144,0,0,Background RF activites,00000H,0,DroneRF,train
